,video_id,video_views,video_likes,video_comments,video_duration
1996,qhrJomVBfts,144062,2659,139,PT1M13S
1997,rZM5Fb-9dto,2403981,52849,4277,PT5M11S
1998,b6_Tw7wPNSY,745059,15468,908,PT5M26S
1999,YLkl0BKGO8A,1334663,28629,2260,PT6M19S
2000,UL4RgJP7thM,79739,1795,133,PT4M54S
2001,Dyckufce_dI,366881,6538,559,PT4M40S
2002,RrX83iotEc8,2112886,35552,2769,PT10M59S
2003,tBytoNFbu3U,23410,746,66,PT4M17S
2004,sKE0G2g0Ho8,641680,11330,860,PT5M40S
2005,vP8nVklw99c,485439,10092,788,PT8M47S
2006,lMt32A14i1Y,129417,1970,83,PT1M28S
2007,cYOtXFAPKEY,94231,2052,162,PT10M14S
2008,9gKW_LkGJZ0,82074,1378,103,PT4M39S
2009,-dxsJAbchko,1301785,24553,1100,PT8M44S
2010,AZCEEFhZ0Xg,65894,1458,43,PT2M11S
2011,XuNvuVkDz70,200288,2616,503,PT1M15S
2012,HtIwTsp9N5k,161655,3040,78,PT5M26S
2013,wfXQ0_cCbAE,316270,6148,236,PT8M2S
2014,Eu0URU6vke0,74364,1603,25,PT3M52S
2015,ARw4K9BRCAE,710041,12400,477,PT4M55S
2016,i26Q83ag-vM,1605368,29627,3268,PT12M5S
2017,n25u8u5HAI4,34313,693,57,PT3M17S
2018,BNsvaH3Q1aA,114641,1723,243,PT3M6S
2019,XuwRP8110x0,210387,3174,287,PT6M29S
2020,XYbdgrF8-PQ,68205,1289,56,PT1M5S
2021,WxGVp9drQjE,414644,7351,295,PT6M3S
2022,V8laYR_wgdc,171900,3295,375,PT5M17S
2023,Xzt2Y5uColU,1782445,37044,4084,PT12M44S
2024,zcBdPP3oJZg,379653,4761,332,PT5M44S
2025,oKtfwkuizm4,205402,1783,126,PT3M26S
2026,UYxvxJNXEow,110717,2354,169,PT1M23S
2027,RKnyrGTtQv8,559632,5414,718,PT7M12S
2028,QPDZbNEhsuw,848227,13953,834,PT5M46S
2029,QjEEiPGs9YE,1544027,27678,2134,PT12M10S
2030,fDRX90-sAhE,1794632,27128,594,PT3M33S
2031,l4GENWSj3uE,660757,12771,972,PT6M23S
2032,6VVseIErLzg,3226861,49623,1725,PT6M49S
2033,Bw8tIrMawY4,2438096,39024,1092,PT5M33S
2034,lQSYpbMDEng,89362,1732,52,PT1M4S
2035,8XsrZ2yykrk,1395991,27249,1975,PT12M16S
2036,gZ9KnUUoph0,775756,11033,676,PT7M12S
2037,fyXRnmxfTXA,197356,4178,170,PT9M40S
2038,fqVY7aSpZXU,518622,10856,744,PT7M55S
2039,NdOxJBk7OpY,131532,2957,101,PT1M4S
2040,9ssGpE9oem8,689215,12772,570,PT4M10S
2041,Qwx6xefQZ9s,1249151,22826,1256,PT9M38S
2042,czuLmokW3kQ,45299,1095,35,PT1M42S
2043,nNzYE_4DdtA,318958,7227,561,PT9M17S
2044,o9I-oM7M6BI,171503,3594,267,PT1M15S
2045,SPgD1dRq0B4,124929,2796,106,PT6M20S
2046,O4PjlUZKHsw,368290,7286,566,PT8M15S
2047,MpGRWFKWXeU,195147,3989,84,PT3M8S
2048,S-g_Y0N6kxQ,1507428,26144,3935,PT10M25S
2049,Ow3jdYNS6uM,445108,6433,526,PT8M1S
2050,uwTXiwhqnO8,549525,9997,312,PT4M39S
2051,ksVDD16VT5E,287650,5411,322,PT6M14S
2052,HWW9Jua8_Lo,226620,3824,333,PT1M33S
2053,6DD_HixIxfo,351626,3692,231,PT3M17S
2054,x6HTTdbl_iI,1901036,31330,2402,PT11M29S
2055,VV3UJmb8kHw,752241,13569,691,PT6M29S
2056,_6d7TjgkFJw,516257,8649,446,PT5M40S
2057,QCNbY946cCE,2126731,73267,2800,PT8M11S
2058,9B3YOZ37vUI,463279,7116,392,PT5M3S
2059,2UyRPsVbupw,126672,2946,150,PT1M26S
2060,zfcB2q0_hAI,2430069,38297,3209,PT10M6S
2061,L_HArQpzaYg,375666,5487,586,PT4M54S
2062,fd_mAEqYk3U,212557,4034,234,PT6M54S
2063,c13_-K2Wo0U,166017,3308,224,PT4M29S
2064,Xv2AIbcOtGI,250490,3714,308,PT6M21S
2065,TMicIXhSR7Q,76937,1395,48,PT1M6S
2066,xGvAoaLGCaI,1128324,22157,977,PT10M19S
2067,b9IM6tLKTTs,56714,1270,206,PT3M10S
2068,al22oFS3nqo,75071,1549,82,PT2M4S
2069,o-I_zUgq2iI,463078,7963,613,PT8M49S
2070,xyS7fKS1fmg,110156,2116,82,PT1M19S
2071,ri4f12-FOBc,760775,10575,952,PT7M57S
2072,748OyesQy84,811244,14649,934,PT4M42S
2073,49TY4F9Em98,298461,5721,461,PT5M38S
2074,yutpH1H_oik,1709264,29509,2671,PT11M8S
2075,zmnS74uNKa4,468603,8822,295,PT3M18S
2076,hzGV5W47DY8,1604448,26779,1374,PT5M14S
2077,eFqXaVW57kk,326725,9668,790,PT3M46S
2078,W6AWWXVaeVg,476904,10951,372,PT4M28S
2079,94zE02CyN44,73295,1609,86,PT59S
2080,-uh_PmXtjpQ,1125167,22466,1474,PT8M50S
2081,S8qFuh-qNaE,1473536,25325,1596,PT10M36S
2082,dmKmsryelDI,617901,12716,1096,PT4M56S
2083,_u_TswLQ4ws,2042708,79635,2003,PT7M40S
2084,B1jPKLK-Fmk,123664,2159,122,PT6M36S
2085,wquTIj849NQ,58839,1462,57,PT2M14S
2086,sasj80w-vbo,1775472,61139,1322,PT6M9S
2087,WVl1yy57Ex8,94204,2121,291,PT1M34S
2088,YqlSwMdhCao,1788563,32832,11863,PT10M32S
2089,lXiKfRILOVg,358689,8173,390,PT5M43S
2090,ej_G9wXH3gE,145993,4829,173,PT1M49S
2091,P72uFdrkaVA,776088,15318,670,PT6M10S
2092,DEFDmOCA6Kk,516640,8799,208,PT6M
2093,C_HJcNO6knk,427740,8335,232,PT5M51S
2094,gT6ftj2_tig,1151893,22950,1622,PT10M29S
2095,J4V45UVmwro,63100,2509,41,PT2M11S
2096,zrkIOqJ0-3I,495735,11902,582,PT7M47S
2097,YBynni41pOs,174327,5540,355,PT1M24S
2098,QRWiBQxkG3U,953753,13287,693,PT5M26S
2099,NQsa_HezY4A,154542,4065,232,PT8M2S
2100,CjhMfTuROTE,112095,3855,163,PT4M59S
2101,yWYIUuVon5w,1778761,31717,2526,PT11M41S
2102,cloJF9wNoH8,147701,3937,413,PT4M4S
2103,Ys9qBCxP98k,198268,3717,462,PT7M40S
2104,ABmEW6pFdNY,75453,1307,71,PT1M11S
2105,3P_XnxdlXu0,988234,18617,903,PT7M12S
2106,2abL6GJi8Ec,254409,3268,192,PT9M36S
2107,1a0TIPfWYfw,1631365,31533,2446,PT10M8S
2108,rr00AHnJHH0,443739,8413,350,PT6M2S
2109,sEWFLqdvBlE,685806,11151,469,PT7M52S
2110,l4K6yyBGmW0,132046,2630,552,PT1M12S
2111,XDaAz4hWGQQ,202469,3681,126,PT3M32S
2112,T2K69gxjP-g,362863,6722,273,PT5M45S
2113,2gGqZO6n6LA,1394802,26783,2461,PT11M10S
2114,uOQ-_HBTSnw,39148,871,52,PT3M6S
2115,psmhB6IWyJA,151159,2567,174,PT2M54S
2116,lZo4udUGhuo,209268,3447,224,PT4M56S
2117,l54g8rlD78E,235618,7020,731,PT8M41S
2118,S73u2WpW5uQ,103525,1681,98,PT59S
2119,6ERq_0-6Sew,365487,6561,464,PT6M55S
2120,qEXt7YQsXpk,1659186,31078,2996,PT9M53S
2121,NWglKRZI2Mo,62704,1538,55,PT2M34S
2122,3_Aotfm5xGE,27584,577,11,PT1M15S
2123,ldTzn1RpsNY,876085,11939,597,PT7M23S
2124,rH9PU7jWKog,80386,1593,105,PT1M10S
2125,dJgzWyqAeyI,516805,5620,862,PT5M46S
2126,XjMwGs_saKM,256553,4020,302,PT6M32S
2127,QEJJgLU7lkU,132395,1993,145,PT8M1S
2128,moJJuJd5S4Q,1281335,22633,1698,PT9M51S
2129,xsjpXKL7dJ0,25220,721,87,PT3M45S
2130,jSc9EivXV3E,113671,2480,94,PT1M24S
2131,eOifOn2kPaE,330443,7406,485,PT5M16S
2132,SN-E0lllYGo,837166,11357,1245,PT6M20S
2133,Pzgtt_QkIcE,550625,10447,575,PT5M37S
2134,Er5IjM6Dgks,719904,15088,906,PT8M18S
2135,5BtYzqoF06I,1998514,38517,2958,PT11M20S
2136,9O0fMoeZh6I,31756,839,69,PT5M48S
2137,t3HVDK-b1bY,26567,864,118,PT3M9S
2138,EwznQggiaBY,102853,2429,187,PT1M12S
2139,3JtnUNBgG-g,291300,4439,321,PT5M43S
2140,Wv0BrPtiDRk,578877,12842,964,PT6M2S
2141,UcjUov44PVM,1538785,38462,2297,PT9M17S
2142,VHdXpQypevs,1663066,29585,863,PT7M4S
2143,u7M-hQxNYn4,1262008,23783,1976,PT10M25S
2144,vgCcpalo2Cg,410166,4199,200,PT5M46S
2145,oStUHv2o-U4,311389,5518,299,PT4M41S
2146,nmNhEc-u0Lc,512979,17137,1480,PT1M34S
2147,fxXy8aHpL7c,1011678,16889,2353,PT5M11S
2148,QRyPOoHzSsA,417468,6876,714,PT7M16S
2149,MkopjQw0VBs,1367510,23142,2866,PT10M52S
2150,mF27I-YP4lU,401618,7543,293,PT6M26S
2151,x-miDZKRvBY,79460,1681,97,PT5M50S
2152,TeTR9xF1H2g,126634,2044,63,PT9M25S
2153,KFYNjfjJnQI,72929,1674,57,PT1M24S
2154,GdpuSyR06RI,1465878,26213,2039,PT8M29S
2155,CAsptOHFtgc,47474,1380,24,PT1M57S
2156,Frc1QX33-pw,144652,3691,182,PT2M56S
2157,3KA0pxm0DuY,48162,1570,134,PT46S
2158,MbXpM0SjqRw,25268,894,20,PT1M1S
2159,n9aq--2XLEc,81684,1178,75,PT8M58S
2160,YbD_LgHZoEI,212920,4128,366,PT8M14S
2161,KT8pCZ5Xw9I,665774,12754,429,PT6M16S
2162,KLmRVxHAAuA,84621,2056,102,PT3M45S
2163,IltchT-IF7M,94199,2625,139,PT1M25S
2164,teJpmrh2YwA,1110309,19568,1764,PT10M16S
2165,XsqO9GnZ8qg,1218550,23987,3391,PT4M24S
2166,S-32jzHoFV0,218725,2500,143,PT6M56S
2167,wlYrjEEHRiQ,101885,2354,118,PT1M26S
2168,_Fqn6kwTkQw,125390,1684,91,PT5M
2169,69QmyclNV4Y,100563,1706,55,PT4M44S
2170,Um8pzeWd0GQ,1242438,23919,2207,PT10M21S
2171,OaSmUrWfowI,101579,2618,1214,PT9M48S
2172,yF3fpzofPPU,422565,8121,597,PT2M55S
2173,XqKqAt_fzQA,95261,1750,117,PT1M14S
2174,TXnQPj6jQ7w,304347,5471,326,PT7M21S
2175,CKsASCGr_4A,706537,14179,733,PT6M15S
2176,meUe2Vg4pOo,1249160,21750,1554,PT12M1S
2177,xRsH7uDito8,414740,7565,430,PT5M41S
2178,pbS1YMUhBVA,151466,2156,355,PT4M10S
2179,jPmmBhNUs2E,121594,2929,344,PT1M44S
2180,NKJIFWisyTQ,312794,5285,293,PT7M3S
2181,MbBZY3pOYuQ,210064,3901,302,PT5M53S
2182,-b0G_CCaTI4,1374045,23563,1629,PT10M32S
2183,o3lFDou-wxo,267763,4164,1315,PT1M55S
2184,5SKPen_ndv0,62925,1289,64,PT2M11S
2185,Zf8ykuUU_Ds,1188027,20254,1105,PT6M36S
2186,JzUN8bIk0YU,1188657,23601,852,PT5M19S
2187,JDIfpEA80KA,483020,9805,280,PT3M34S
2188,hrcxKWeVDVc,370755,8790,746,PT6M49S
2189,-r-SSgza6Pw,69329,1394,213,PT1M32S
2190,4AjQTIyLZuI,1177017,22106,878,PT10M22S
2191,l9cRmg_-6Sw,22251,478,50,PT2M26S
2192,NcTYyH8tq_M,114104,5675,429,PT5M4S
2193,9nGTdlXh-Sc,42585,932,46,PT1M15S
2194,zIS1lp9CS-E,648710,12815,806,PT6M44S
2195,qTOs3DsQiBw,103260,2409,219,PT2M2S
2196,olxkffbhPe0,189174,3581,349,PT5M53S
2197,G9BET1RhRME,96487,1985,88,PT4M5S
2198,EagM5OH_6Cc,460266,10794,709,PT8M6S
2199,7Em8ajNYLV0,1236538,25056,1921,PT11M58S
2200,EA5f6_LJUFM,203094,2708,246,PT2M53S
2201,yNZFz3xEpls,241932,4058,355,PT7M27S
2202,WIusMGCCea8,583027,10676,444,PT5M58S
2203,V7_T2xNc_4s,140205,2415,151,PT8M9S
2204,HJdlr0_yXC4,84054,2115,171,PT1M31S
2205,VpbqSsHT5Fc,1920383,32557,2903,PT12M43S
2206,Tz_e9fPH-Rc,96291,2454,252,PT7M6S
2207,VZvdgrA-azY,130714,2087,199,PT4M7S
2208,OH-pY8LxKR0,187617,2367,170,PT6M59S
2209,Mjr6zv-AV8I,116011,2457,276,PT1M31S
2210,B1DRmrOlKtY,804059,13629,862,PT8M15S
2211,0auvDg3dqPc,234307,3192,222,PT4M50S
2212,RPrTiLtqXVM,1489545,28677,2649,PT10M11S
2213,KBGvV3BD4dM,474719,6146,506,PT6M26S
2214,U3f7KZOLm_w,106663,2531,95,PT1M19S
2215,53e8DO87ynI,140799,2185,62,PT1M27S
2216,5-KlomDM7t4,288646,3522,248,PT7M44S
2217,-Fh4J5OxazM,441295,4271,398,PT6M9S
2218,TiBtWFOLLjw,1543432,29089,1976,PT9M27S
2219,NjPOulWaoi0,77177,1359,70,PT1M49S
2220,6cYb1dsppgQ,216372,4107,177,PT3M55S
2221,wafQjPvg6KM,320378,3885,359,PT4M47S
2222,iWUqfzsIGAM,452113,9978,460,PT6M39S
2223,SFNzl3bO8MU,195971,3029,224,PT6M5S
2224,HnNTDC_Ls-w,61972,1579,111,PT1M42S
2225,hL7O0BjkEJU,1173059,22788,1413,PT10M48S
2226,rsaBm1DQaUY,22461,559,47,PT4M49S
2227,NnpGRIQ4-Y0,19206,446,62,PT3M26S
2228,LdYdUpxDkqY,55825,1056,44,PT1M15S
2229,xy9LXhJkHXk,389985,8664,530,PT5M30S
2230,Vabqw6c63t0,564061,11240,587,PT7M35S
2231,QrJS1KcgHMY,94624,2217,268,PT1M17S
2232,G8ajua4Mb5I,674561,12487,672,PT7M1S
2233,CgiK8esNcXU,615621,16964,572,PT6M6S
2234,Ox2UH8C8QM4,1591868,29967,3451,PT10M17S
2235,4HC5MGe4kpw,35450,814,73,PT3M42S
2236,X5i7yyIaE_A,144603,2662,219,PT4M12S
2237,h2J26zqkUCE,131655,3384,329,PT1M36S
2238,HkXDiZx8Y40,600080,10103,480,PT7M39S
2239,565d5THqn7c,231583,4892,293,PT6M39S
2240,0NbxdEJQyoc,103777,3241,211,PT5M11S
2241,jgycbiyQ_Z4,1471476,27907,1624,PT9M16S
2242,ikk8D70D5YQ,56438,1387,91,PT58S
2243,90ApW-dvBA4,110850,2252,131,PT1M16S
2244,cHhomJMwY1I,1157952,16542,697,PT8M10S
2245,ZB5F_K0HZ-I,257858,5968,606,PT9M15S
2246,SPnEkGnnfn0,191109,3315,87,PT3M22S
2247,FThEt_hjT_Y,349850,4493,178,PT7M39S
2248,LZGSiwUE1dw,1490616,23871,2128,PT9M59S
2249,4OnJ8IEUyDE,42426,1177,105,PT1M5S
2250,jJPTY-rR_h0,247521,4867,499,PT2M48S
2251,nBI9QkQphw8,192163,4981,560,PT2M2S
2252,PxSPh2-4gxE,539135,11244,1537,PT7M11S
2253,Pmaps4rH4a4,424492,8253,1163,PT5M24S
2254,Izdw3cR_PRo,613403,11362,578,PT6M48S
2255,GPcRApugVyg,2075536,37510,2981,PT12M4S
2256,e6CLQiMGgC8,21026,622,84,PT3M45S
2257,t1eHEKqWLlQ,52592,886,67,PT1M10S
2258,Yg0E0qnkwkg,15948,477,28,PT3M35S
2259,coza66G8M5A,49379,1332,206,PT4M2S
2260,rsRCW4g5uxY,153208,2119,163,PT1M55S
2261,gBSgOu7uOxg,523011,6942,181,PT4M30S
2262,Ovgq_sOGtdI,2007017,25199,893,PT7M22S
2263,x9uKff9M3Nk,337651,4909,206,PT5M58S
2264,iz5kzSPyOeA,119676,2197,82,PT1M30S
2265,J-mgWqFJE50,408454,6229,254,PT3M57S
2266,5VmcKFtqC1s,811608,11477,446,PT6M21S
2267,h5YIN5Khbx4,2052326,33117,2328,PT10M18S
2268,6JFl72E7xCM,30105,594,22,PT1M15S
2269,108GBa9-y8w,433412,5892,961,PT7M15S
2270,oNpFtOuzxd0,225067,4234,467,PT3M42S
2271,ilGRHKC8tnI,132102,1913,86,PT1M28S
2272,i_xajvq2xkQ,641763,16559,1094,PT6M27S
2273,TZSw9iRk03E,624347,17022,500,PT5M7S
2274,6RfB_4pzdB4,200926,3421,163,PT3M16S
2275,AzRVuDvklTk,1246907,28014,1056,PT11M42S
2276,yqqJzXEnGNQ,410484,5512,450,PT9M
2277,bNr8OFrf-Ws,860981,16549,4408,PT5M27S
2278,bJyjnDpLI3M,285573,3880,508,PT5M25S
2279,akzctMAYwKQ,120638,2537,274,PT1M8S
2280,7GPFn06Az7I,222108,3095,476,PT5M
2281,_RVFMKnPp7o,1488992,31810,2530,PT11M48S
2282,DfGLOIajyWU,19181,489,19,PT2M16S
2283,fO-LrDMKyi4,310380,4835,384,PT5M55S
2284,3elIlQzJEQ0,1061772,16024,766,PT5M31S
2285,Y0gn0Dddugc,403522,6248,511,PT4M50S
2286,WF3Pk1Nhon4,350603,5325,689,PT5M58S
2287,SKqCALtIzrI,125011,3016,188,PT1M31S
2288,RplBKkSXP3k,1914852,36257,2107,PT12M7S
2289,UgLyHFrz7i0,123339,2637,76,PT3M20S
2290,17DNN9_7_II,266927,3269,196,PT6M20S
2291,ZImLIK-G9Ss,284174,3018,156,PT6M7S
2292,Yc-x3Nhv-LQ,745966,13980,845,PT4M37S
2293,TMzWxfXbTGw,124364,2982,181,PT1M28S
2294,H2GglfAGEgk,2276226,43945,3426,PT14M
2295,r6XTNAFfYHI,31555,979,110,PT41S
2296,W83M5egp1is,493011,8445,481,PT7M42S
2297,KPm4Z394ISo,377622,5510,451,PT4M53S
2298,ElJfCmCQvcU,144071,3252,146,PT1M32S
2299,NbXMWlLGLJE,365272,7526,540,PT8M23S
2300,EINHC638hq0,535697,7968,367,PT5M2S
2301,Cm-PvGAzIHk,229878,5282,329,PT3M17S
2302,kjA2xu7idMc,1369106,26228,1340,PT9M1S
2303,cHTJHFugkE8,49009,1198,73,PT1M57S
2304,mn_UhxC3HMA,26389,539,71,PT4M57S
2305,wycqXS8xHfc,252205,7296,458,PT5M4S
2306,fEdMB3A2qDw,1553567,24360,1534,PT8M18S
2307,eYA9854RjKo,133488,2320,69,PT3M18S
2308,WyVEcjqqFOM,230958,3844,177,PT4M44S
2309,88CWLH9iMKo,130654,3025,343,PT1M34S
2310,NPZQFsDbqPQ,1473626,28360,1994,PT12M36S
2311,WZ8Ru6MUBIo,42800,1054,107,PT4M29S
2312,bFWFS1FcbLk,84813,1670,99,PT1M6S
2313,rODPzl86230,296268,6261,801,PT8M54S
2314,ZYdsHmvFZEs,68157,949,73,PT4M19S
2315,V97MwOlEGwI,559551,10103,683,PT6M54S
2316,8mCSLGcSG4g,97745,1536,121,PT7M15S
2317,jZYUTG7f3o4,1155176,24545,2307,PT10M23S
2318,fIwrK5u07pI,332927,5001,398,PT6M19S
2319,MZ0Ky06NYtY,260414,3490,223,PT2M9S
2320,wWFBOT11a6M,171027,4666,472,PT7M
2321,Me2-rjUpHOg,251875,3981,281,PT4M45S
2322,L-kR7UCzhTU,764023,16073,859,PT6M44S
2323,1Qh4YVBxjrA,126565,3272,701,PT1M28S
2324,wcnqdr1Tk9o,1566252,28078,2484,PT10M27S
2325,xwIF7Rj5S2o,198777,2870,136,PT3M6S
2326,WalU3ncQCXY,98531,1541,61,PT1M18S
2327,oQOY_TpTzeo,1317199,21220,941,PT5M48S
2328,VT0VRmF8z8A,350588,4780,362,PT7M34S
2329,ErbdafVWSoE,1936894,26012,1389,PT8M
2330,1yXWhRZeNkQ,569501,8531,283,PT2M13S
2331,bKR6UHw5sBs,1761710,38909,6082,PT11M55S
2332,i53JO-WJULM,63280,1547,129,PT1M52S
2333,YTp9dtnLDTM,69741,1385,171,PT3M32S
2334,3cTHEKn7b74,165944,3735,383,PT1M22S
2335,6kugtM9lqWE,463096,7876,261,PT5M6S
2336,EyOJvDXQTlo,349642,4494,230,PT2M55S
2337,okJDGV6Jjmc,1013157,17332,877,PT8M33S
2338,R_BgRfxmWNQ,879296,15562,902,PT7M41S
2339,U_hR4qmsQUY,1441352,28594,2385,PT9M52S
2340,rbzMvJf1Vxg,571567,11850,1517,PT7M22S
2341,nGNnK9j58Og,116915,2433,150,PT1M12S
2342,yTWtmhJscPg,175326,4248,248,PT3M12S
2343,nunmiqfotVQ,104322,2295,131,PT4M10S
2344,bQBaGkHxUqU,235703,4750,456,PT5M34S
2345,IdjS7-tzRwQ,138244,5644,464,PT6M50S
2346,YcFlDnxiBiM,1579245,31933,3067,PT11M37S
2347,qn2VSD1u9vA,693861,10824,922,PT6M28S
2348,Lf-LkJhKVhk,907125,14646,874,PT4M19S
2349,EJc0u1i3j1c,564172,9425,747,PT6M10S
2350,Yk2OgtgTR1U,58091,936,62,PT4M4S
2351,Kycr8iJi6bA,779613,13150,2088,PT6M35S
2352,9B1IUwZ47UQ,510189,7367,425,PT56S
2353,67uhG_BPGWo,1486239,31694,2100,PT11M41S
2354,fZ3RLX2I46M,131589,2566,59,PT6M11S
2355,QOiusiQfveg,137009,3671,158,PT1M29S
2356,Q3nG4OZCvyM,353892,6471,209,PT5M22S
2357,E-hOOjsPEXI,155377,3452,145,PT4M34S
2358,0qzYLyst92c,348535,7650,426,PT4M43S
2359,-5TLfotHcW4,230052,4521,174,PT7M28S
2360,JVRFSTW5oLk,576450,9797,421,PT9M11S
2361,HHgj1Gje6IY,147849,2407,158,PT1M54S
2362,2P7mSAvE5Mg,55651,996,90,PT1M23S
2363,aGz-XAOnncA,853058,127717,4141,PT3M
2364,kuM8kZabazA,59176,1167,103,PT2M30S
2365,hhwTiwUAaf8,1016188,17983,745,PT5M55S
2366,pRRm0adgE50,542258,7688,322,PT7M35S
2367,nJbF_lXe-Ko,130306,2501,212,PT1M37S
2368,lKllPEcckww,148165,2678,66,PT3M20S
2369,aULDzWnDwZc,254888,3521,110,PT5M3S
2370,kiuriDVmJwQ,74039,2118,178,PT9M
2371,_zdCxBX-hf0,1878853,33163,3459,PT11M34S
2372,6pTPXIjvi48,155558,2760,705,PT47S
2373,t3gviTSf5XE,359453,5443,465,PT7M51S
2374,iBSv8-tJ1x8,287817,4903,234,PT2M30S
2375,eXHJnaTnNvg,238735,5949,420,PT1M32S
2376,GKSYeMgamIA,297379,7067,636,PT6M59S
2377,6GOo5c6mJmk,383449,7457,514,PT6M20S
2378,ZYK4C77p6dA,99236,3102,292,PT6M54S
2379,RVMrSADY2Pc,1791375,35739,3128,PT13M25S
2380,QZBRi53u0qg,88185,2077,285,PT55S
2381,i7IqiI7CfOs,317409,5833,973,PT6M54S
2382,jq2LhJ9rMpg,976738,18473,927,PT8M18S
2383,zFyGeZtYqYg,224210,3915,377,PT2M49S
2384,Kt6cG0XwLQA,483729,7362,795,PT7M11S
2385,u1WzaJxbWsQ,87813,2583,269,PT6M14S
2386,CMtfm1xaubQ,1933948,37500,3296,PT11M5S
2387,L13Rz6c0MQo,75971,1609,170,PT1M7S
2388,ZBaNiNkVQkQ,319387,7604,744,PT1M32S
2389,qf7B0ueUsgw,235836,5559,519,PT8M54S
2390,Yw0evEEifek,81934,1096,60,PT3M20S
2391,V3Zty2YPoZo,1606896,27038,2039,PT6M29S
2392,pYsKEnYWoHI,355491,6762,758,PT7M58S
2393,ooG7NPrP2gY,132423,2633,136,PT1M19S
2394,SAjWvyIEevA,263263,4683,222,PT4M34S
2395,HN4X3qmc96U,85588,1563,71,PT4M57S
2396,CYcskFo4WAY,1624554,35986,3229,PT11M19S
2397,YYkNDCpXicY,387595,6625,721,PT1M2S
2398,6n_5I3d7PeE,104144,1897,130,PT1M57S
2399,PvAvQSdv2kI,48064,1975,78,PT3M
2400,uQhANBbHO8M,33008,680,31,PT1M16S
2401,sofT6O7ixVM,200015,3247,205,PT6M35S
2402,1W6NPT1QwL8,431855,7381,375,PT10M26S
2403,nJjINMC6YZo,162164,3055,126,PT1M51S
2404,DB2UHIedR5A,147293,2924,95,PT1M54S
2405,4ktyaJkLMfo,737646,11978,689,PT3M49S
2406,3ZbWSMthm4o,106406,2931,321,PT7M3S
2407,W-CeLxvt-O4,1551869,28264,3887,PT10M
2408,PkQcFe9H5-I,2989773,103155,6431,PT4M48S
2409,9gt_DtZHtLc,90670,1937,302,PT40S
2410,58W4l9__WMY,131817,3566,554,PT9M24S
2411,0zo6ISWB_YY,613997,7276,682,PT4M16S
2412,ze-LPug9gug,77619,2332,69,PT1M37S
2413,gpWu3crgBmA,397601,5364,412,PT4M35S
2414,Rp9BCsSYQeI,853131,13040,1730,PT4M10S
2415,Br6NK_vY7UY,219297,3571,264,PT6M47S
2416,AoHEddaH0Rk,510394,9828,737,PT6M20S
2417,N1Rdszz-dxA,2059001,34845,2557,PT12M5S
2418,hC0HHJGAyoM,98250,2521,223,PT54S
2419,EqyAYHGyErk,650622,15941,554,PT3M20S
2420,IkCV0530T0Y,68963,1919,277,PT7M21S
2421,HBETl15xpzE,2118901,35677,1554,PT6M38S
2422,KQLnpn4pHmY,1898678,39279,1410,PT5M32S
2423,HB_Tb9nsAsk,514030,15136,1371,PT6M46S
2424,68h2Cc-Rv7s,118669,2544,207,PT1M8S
2425,2SXB3eJS5EY,2192510,42640,6369,PT11M39S
2426,aPIf3YMiUwc,206671,3235,217,PT38S
2427,Rqv52ALwEhk,123545,2841,422,PT50S
2428,80zRGx6Jd5U,67279,1409,102,PT1M28S
2429,L5cXuu5kokA,280115,6604,1923,PT6M7S
2430,IZrNenQHklM,261933,4721,3400,PT47S
2431,WSjBbOruwTw,125913,3427,472,PT5M24S
2432,KwpA-3xUWH8,111398,2724,580,PT59S
2433,wzJm-erKlgc,115156,2802,353,PT5M56S
2434,Vh5QvRIB6Tk,117646,3288,384,PT49S
2435,uoN0wpIOZ9A,94847,2520,185,PT6M3S
2436,6J2tQVLA_lo,103754,2628,396,PT6M43S
2437,hMbkLTNHMx4,197052,3346,572,PT54S
2438,sbBKMhpt-zE,134859,3840,524,PT3M49S
2439,GB40TirBTKM,69259,1856,132,PT2M54S
2440,B8BLmC6QBWk,794311,17324,7981,PT8M3S
2441,gr9i1byLiNY,34233,941,53,PT1M30S
2442,J8sabPDC7lg,286141,7639,788,PT5M47S
2443,ukMkBCcHg6Q,250265,4977,986,PT47S
2444,Jq5fbJwtxVM,107963,3099,305,PT5M55S
2445,o-z2T1RvBpM,116605,2971,407,PT1M2S
2446,-qWlgu1R4dE,184397,4174,248,PT5M36S
2447,oPyBhpRTtTE,198299,2573,460,PT48S
2448,tX4LYPHgh3M,106929,2691,410,PT6M16S
2449,Qgf_jY07wCM,158491,2400,384,PT1M57S
2450,RyQEKxtPjIQ,266995,6564,638,PT11M34S
2451,Z4IV6IO56P4,363944,5005,499,PT12M27S
2452,E3_VQ0Huo8o,359078,5560,520,PT1M14S
2453,y8-m0oo4POw,553235,6080,604,PT6M15S
2454,7neD2yKJcko,1098247,17426,1247,PT4M58S
2455,00zqoMRYlEg,2267647,33738,2807,PT11M12S
2456,o4ihlcyL6CU,64755,1808,92,PT1M42S
2457,r7NnpAGIkEY,944719,16222,911,PT6M29S
2458,joLEyY2WuMQ,1293328,25939,1154,PT13M51S
2459,_EHJfdeaxuI,1563298,35890,5536,PT11M26S
2460,wjFztBeAJDg,142569,2851,179,PT1M5S
2461,_IEIScJ_QsE,375563,4714,299,PT9M11S
2462,YQtV9Pi0gM8,863727,15715,2989,PT10M41S
